ensembl_gene_id,gene_symbol,expressed_in_GSE261676,expressed_in_GSE123919,n_samples_expressed_GSE261676,n_samples_expressed_GSE123919,overlap_status
ENSMUSG00000002768,Mea1,TRUE,TRUE,4,7,shared
ENSMUSG00000002769,Gnmt,TRUE,TRUE,4,3,shared
ENSMUSG00000002771,Grin2d,TRUE,TRUE,4,6,shared
ENSMUSG00000002778,Kdelr1,TRUE,TRUE,4,6,shared
ENSMUSG00000002781,Tmem143,TRUE,TRUE,4,8,shared
ENSMUSG00000002797,Ggct,TRUE,TRUE,4,7,shared
ENSMUSG00000002799,Jag2,TRUE,TRUE,4,8,shared
ENSMUSG00000002803,Btbd6,TRUE,TRUE,4,5,shared
ENSMUSG00000002804,Nudt14,TRUE,TRUE,4,6,shared
ENSMUSG00000002808,Epdr1,TRUE,TRUE,4,8,shared
ENSMUSG00000002812,Flii,TRUE,TRUE,4,8,shared
ENSMUSG00000002814,Top3a,TRUE,TRUE,4,6,shared
ENSMUSG00000002820,Atg4d,TRUE,TRUE,4,7,shared
ENSMUSG00000002825,Qtrt1,TRUE,TRUE,4,6,shared
ENSMUSG00000002833,Hdgfl2,TRUE,TRUE,4,7,shared
ENSMUSG00000002835,Chaf1a,TRUE,TRUE,4,4,shared
ENSMUSG00000002844,Adprh,TRUE,TRUE,4,8,shared
ENSMUSG00000002845,Tmem39a,TRUE,TRUE,4,5,shared
ENSMUSG00000002846,Timmdc1,TRUE,TRUE,4,6,shared
ENSMUSG00000002847,Pla1a,TRUE,TRUE,3,2,shared
ENSMUSG00000002870,Mcm2,TRUE,TRUE,4,5,shared
ENSMUSG00000002871,Tpra1,TRUE,TRUE,4,7,shared
ENSMUSG00000002881,Nab1,TRUE,TRUE,4,7,shared
ENSMUSG00000002885,Adgre5,TRUE,TRUE,4,7,shared
ENSMUSG00000002897,Il17ra,TRUE,TRUE,4,6,shared
ENSMUSG00000002900,Lamb1,TRUE,TRUE,4,8,shared
ENSMUSG00000002908,Kcnn1,TRUE,TRUE,4,7,shared
ENSMUSG00000002910,Arrdc2,TRUE,TRUE,4,6,shared
ENSMUSG00000002944,Cd36,TRUE,TRUE,4,2,shared
ENSMUSG00000002948,Map2k7,TRUE,TRUE,4,8,shared
ENSMUSG00000002949,Timm44,TRUE,TRUE,4,6,shared
ENSMUSG00000002957,Ap2a2,TRUE,TRUE,4,8,shared
ENSMUSG00000002963,Pnkp,TRUE,TRUE,4,6,shared
ENSMUSG00000002968,Med25,TRUE,TRUE,4,7,shared
ENSMUSG00000002980,Bcam,TRUE,TRUE,4,8,shared
ENSMUSG00000002981,Clptm1,TRUE,TRUE,4,8,shared
ENSMUSG00000002983,Relb,TRUE,TRUE,4,7,shared
ENSMUSG00000002984,Tomm40,TRUE,TRUE,4,8,shared
ENSMUSG00000002985,Apoe,TRUE,TRUE,4,8,shared
ENSMUSG00000002996,Hbp1,TRUE,TRUE,4,6,shared
ENSMUSG00000002997,Prkar2b,TRUE,TRUE,4,8,shared
ENSMUSG00000003031,Cdkn1b,TRUE,TRUE,4,6,shared
ENSMUSG00000003032,Klf4,TRUE,TRUE,4,5,shared
ENSMUSG00000003033,Ap1m1,TRUE,TRUE,4,7,shared
ENSMUSG00000003037,Rab8a,TRUE,TRUE,4,6,shared
ENSMUSG00000003038,Hmgn2,TRUE,TRUE,4,6,shared
ENSMUSG00000003039,Fam32a,TRUE,TRUE,4,8,shared
ENSMUSG00000003062,Stard3nl,TRUE,TRUE,4,8,shared
ENSMUSG00000003068,Stk11,TRUE,TRUE,4,8,shared
ENSMUSG00000003070,Efna2,TRUE,TRUE,4,4,shared
ENSMUSG00000003072,Atp5f1d,TRUE,TRUE,4,8,shared
ENSMUSG00000003099,Ppp5c,TRUE,TRUE,4,8,shared
ENSMUSG00000003119,Cdk12,TRUE,TRUE,4,6,shared
ENSMUSG00000003123,Lipe,TRUE,TRUE,4,7,shared
ENSMUSG00000003131,Pafah1b2,TRUE,TRUE,4,8,shared
ENSMUSG00000003134,Tbc1d8,TRUE,TRUE,4,8,shared
ENSMUSG00000003135,Cnot11,TRUE,TRUE,4,8,shared
ENSMUSG00000003153,Slc2a3,TRUE,TRUE,4,8,shared
ENSMUSG00000003154,Foxj2,TRUE,TRUE,4,7,shared
ENSMUSG00000003161,Sri,TRUE,TRUE,4,8,shared
ENSMUSG00000003166,Dgcr2,TRUE,TRUE,4,8,shared
ENSMUSG00000003184,Irf3,TRUE,TRUE,4,7,shared
ENSMUSG00000003190,Bcl2l12,TRUE,TRUE,4,4,shared
ENSMUSG00000003198,Zfp959,TRUE,TRUE,4,5,shared
ENSMUSG00000003199,Mpnd,TRUE,TRUE,4,8,shared
ENSMUSG00000003200,Sh3gl1,TRUE,TRUE,4,7,shared
ENSMUSG00000003206,Ebi3,TRUE,TRUE,4,3,shared
ENSMUSG00000003208,Yju2,TRUE,TRUE,4,6,shared
ENSMUSG00000003226,Ranbp2,TRUE,TRUE,4,8,shared
ENSMUSG00000003228,Grk5,TRUE,TRUE,4,6,shared
ENSMUSG00000003233,Dvl3,TRUE,TRUE,4,8,shared
ENSMUSG00000003234,Abcf3,TRUE,TRUE,4,8,shared
ENSMUSG00000003235,Eif2b5,TRUE,TRUE,4,7,shared
ENSMUSG00000003269,Cyth2,TRUE,TRUE,4,7,shared
ENSMUSG00000003271,Sult2b1,TRUE,TRUE,4,5,shared
ENSMUSG00000003273,Car11,TRUE,TRUE,4,8,shared
ENSMUSG00000003279,Dlgap1,TRUE,TRUE,4,7,shared
ENSMUSG00000003283,Hck,TRUE,TRUE,4,2,shared
ENSMUSG00000003299,Mrpl4,TRUE,TRUE,4,7,shared
ENSMUSG00000003308,Keap1,TRUE,TRUE,4,8,shared
ENSMUSG00000003309,Ap1m2,TRUE,TRUE,2,1,shared
ENSMUSG00000003316,Glg1,TRUE,TRUE,4,8,shared
ENSMUSG00000003344,Btbd2,TRUE,TRUE,4,8,shared
ENSMUSG00000003345,Csnk1g2,TRUE,TRUE,4,8,shared
ENSMUSG00000003346,Abhd17a,TRUE,TRUE,4,8,shared
ENSMUSG00000003348,Mob3a,TRUE,TRUE,4,6,shared
ENSMUSG00000003352,Cacnb3,TRUE,TRUE,4,8,shared
ENSMUSG00000003354,Ccdc65,TRUE,TRUE,4,4,shared
ENSMUSG00000003355,Fkbp11,TRUE,TRUE,4,5,shared
ENSMUSG00000003360,Ddx23,TRUE,TRUE,4,7,shared
ENSMUSG00000003363,Pld3,TRUE,TRUE,4,8,shared
ENSMUSG00000003378,Grik5,TRUE,TRUE,4,7,shared
ENSMUSG00000003379,Cd79a,TRUE,TRUE,4,1,shared
ENSMUSG00000003380,Rabac1,TRUE,TRUE,4,8,shared
ENSMUSG00000003382,Etv3,TRUE,TRUE,4,8,shared
ENSMUSG00000003402,Prkcsh,TRUE,TRUE,4,8,shared
ENSMUSG00000003410,Elavl3,TRUE,TRUE,4,8,shared
ENSMUSG00000003411,Rab3b,TRUE,TRUE,4,6,shared
ENSMUSG00000003420,Fcgrt,TRUE,TRUE,4,6,shared
ENSMUSG00000003421,Nosip,TRUE,TRUE,4,7,shared
ENSMUSG00000003423,Pih1d1,TRUE,TRUE,4,7,shared
ENSMUSG00000003429,Rps11,TRUE,TRUE,4,8,shared
ENSMUSG00000003435,Supt5,TRUE,TRUE,4,8,shared
ENSMUSG00000003436,Dll3,TRUE,TRUE,2,4,shared
ENSMUSG00000003437,Paf1,TRUE,TRUE,4,7,shared
ENSMUSG00000003438,Timm50,TRUE,TRUE,4,7,shared
ENSMUSG00000003444,Med29,TRUE,TRUE,4,6,shared
ENSMUSG00000003452,Bicd1,TRUE,TRUE,4,8,shared
ENSMUSG00000003458,Ncstn,TRUE,TRUE,4,8,shared
ENSMUSG00000003464,Pex19,TRUE,TRUE,4,7,shared
ENSMUSG00000003469,Phyhip,TRUE,TRUE,4,6,shared
ENSMUSG00000003476,Crhr2,TRUE,TRUE,4,2,shared
ENSMUSG00000003477,Inmt,TRUE,TRUE,4,2,shared
ENSMUSG00000003484,Cyp4f18,TRUE,TRUE,4,1,shared
ENSMUSG00000003500,Impdh1,TRUE,TRUE,4,8,shared
ENSMUSG00000003518,Dusp3,TRUE,TRUE,4,8,shared
ENSMUSG00000003526,Prodh,TRUE,TRUE,4,6,shared
ENSMUSG00000003527,Ess2,TRUE,TRUE,4,6,shared
ENSMUSG00000003528,Slc25a1,TRUE,TRUE,4,8,shared
ENSMUSG00000003531,Dgcr6,TRUE,TRUE,4,8,shared
ENSMUSG00000003534,Ddr1,TRUE,TRUE,4,8,shared
ENSMUSG00000003541,Ier3,TRUE,TRUE,4,8,shared
ENSMUSG00000003546,Klc4,TRUE,TRUE,4,6,shared
ENSMUSG00000003549,Ercc1,TRUE,TRUE,4,6,shared
ENSMUSG00000003559,As3mt,TRUE,TRUE,4,5,shared
ENSMUSG00000003573,Homer3,TRUE,TRUE,4,6,shared
ENSMUSG00000003575,Crtc1,TRUE,TRUE,4,7,shared
ENSMUSG00000003581,Rnf215,TRUE,TRUE,4,7,shared
ENSMUSG00000003585,Sec14l2,TRUE,TRUE,4,6,shared
ENSMUSG00000003604,Aven,TRUE,TRUE,4,5,shared
ENSMUSG00000003617,Cp,TRUE,TRUE,4,5,shared
ENSMUSG00000003623,Crot,TRUE,TRUE,4,7,shared
ENSMUSG00000003644,Rps6ka1,TRUE,TRUE,4,7,shared
ENSMUSG00000003657,Calb2,TRUE,TRUE,4,6,shared
ENSMUSG00000003660,Snrnp200,TRUE,TRUE,4,8,shared
ENSMUSG00000003662,Ciao1,TRUE,TRUE,4,6,shared
ENSMUSG00000003680,Taf6l,TRUE,TRUE,4,5,shared
ENSMUSG00000003721,Insig2,TRUE,TRUE,4,7,shared
ENSMUSG00000003731,Kpna6,TRUE,TRUE,4,8,shared
ENSMUSG00000003746,Man1a,TRUE,TRUE,4,7,shared
ENSMUSG00000003752,Itpkc,TRUE,TRUE,4,6,shared
ENSMUSG00000003762,Coq8b,TRUE,TRUE,4,6,shared
ENSMUSG00000003778,Brd8,TRUE,TRUE,4,8,shared
ENSMUSG00000003808,Farsa,TRUE,TRUE,4,6,shared
ENSMUSG00000003809,Gcdh,TRUE,TRUE,4,5,shared
ENSMUSG00000003810,Mast2,TRUE,TRUE,4,8,shared
ENSMUSG00000003812,Dnase2a,TRUE,TRUE,4,5,shared
ENSMUSG00000003813,Rad23a,TRUE,TRUE,4,8,shared
ENSMUSG00000003814,Calr,TRUE,TRUE,4,8,shared
ENSMUSG00000003824,Syce2,TRUE,TRUE,4,3,shared
ENSMUSG00000003847,Nfat5,TRUE,TRUE,4,8,shared
ENSMUSG00000003848,Nob1,TRUE,TRUE,4,6,shared
ENSMUSG00000003849,Nqo1,TRUE,TRUE,4,6,shared
ENSMUSG00000003863,Ppfia3,TRUE,TRUE,4,7,shared
ENSMUSG00000003865,Gys1,TRUE,TRUE,4,8,shared
ENSMUSG00000003868,Ruvbl2,TRUE,TRUE,4,6,shared
ENSMUSG00000003872,Lin7b,TRUE,TRUE,4,6,shared
ENSMUSG00000003873,Bax,TRUE,TRUE,4,6,shared
ENSMUSG00000003923,Tfam,TRUE,TRUE,4,5,shared
ENSMUSG00000003929,Zfp81,TRUE,TRUE,4,6,shared
ENSMUSG00000003934,Efnb3,TRUE,TRUE,4,6,shared
ENSMUSG00000003948,Mmd,TRUE,TRUE,4,6,shared
ENSMUSG00000003949,Hlf,TRUE,TRUE,4,7,shared
ENSMUSG00000003955,Fam162a,TRUE,TRUE,4,6,shared
ENSMUSG00000003970,Rpl8,TRUE,TRUE,4,8,shared
ENSMUSG00000003992,Ssbp2,TRUE,TRUE,4,6,shared
ENSMUSG00000004018,Fancl,TRUE,TRUE,4,5,shared
ENSMUSG00000004031,Brinp2,TRUE,TRUE,4,6,shared
ENSMUSG00000004032,Gstm5,TRUE,TRUE,4,7,shared
ENSMUSG00000004035,Gstm7,TRUE,TRUE,4,5,shared
ENSMUSG00000004040,Stat3,TRUE,TRUE,4,8,shared
ENSMUSG00000004043,Stat5a,TRUE,TRUE,4,8,shared
ENSMUSG00000004044,Cavin1,TRUE,TRUE,4,8,shared
ENSMUSG00000004054,Map3k11,TRUE,TRUE,4,6,shared
ENSMUSG00000004056,Akt2,TRUE,TRUE,4,7,shared
ENSMUSG00000004069,Dnaja3,TRUE,TRUE,4,8,shared
ENSMUSG00000004070,Hmox2,TRUE,TRUE,4,8,shared
ENSMUSG00000004071,Cdip1,TRUE,TRUE,4,8,shared
ENSMUSG00000004085,Map3k20,TRUE,TRUE,4,5,shared
ENSMUSG00000004096,Cwc15,TRUE,TRUE,4,7,shared
ENSMUSG00000004098,Col5a3,TRUE,TRUE,4,6,shared
ENSMUSG00000004099,Dnmt1,TRUE,TRUE,4,7,shared
ENSMUSG00000004100,Ppan,TRUE,TRUE,4,6,shared
ENSMUSG00000004105,Angptl2,TRUE,TRUE,4,7,shared
ENSMUSG00000004110,Cacna1e,TRUE,TRUE,4,7,shared
ENSMUSG00000004113,Cacna1b,TRUE,TRUE,4,8,shared
ENSMUSG00000004127,Trmt10a,TRUE,TRUE,4,7,shared
ENSMUSG00000004151,Etv1,TRUE,TRUE,4,6,shared
ENSMUSG00000004187,Kifc2,TRUE,TRUE,4,7,shared
ENSMUSG00000004207,Psap,TRUE,TRUE,4,8,shared
ENSMUSG00000004221,Ikbkg,TRUE,TRUE,4,8,shared
ENSMUSG00000004233,Wars2,TRUE,TRUE,4,7,shared
ENSMUSG00000004263,Atn1,TRUE,TRUE,4,5,shared
ENSMUSG00000004264,Phb2,TRUE,TRUE,4,7,shared
ENSMUSG00000004266,Ptpn6,TRUE,TRUE,4,6,shared
ENSMUSG00000004267,Eno2,TRUE,TRUE,4,8,shared
ENSMUSG00000004268,Emg1,TRUE,TRUE,4,5,shared
ENSMUSG00000004270,Lpcat3,TRUE,TRUE,4,7,shared
ENSMUSG00000004285,Atp6v1f,TRUE,TRUE,4,8,shared
ENSMUSG00000004317,Clcn5,TRUE,TRUE,4,8,shared
ENSMUSG00000004319,Clcn3,TRUE,TRUE,4,8,shared
ENSMUSG00000004328,Hif3a,TRUE,TRUE,1,3,shared
ENSMUSG00000004347,Pde1c,TRUE,TRUE,4,5,shared
ENSMUSG00000004356,Utp20,TRUE,TRUE,4,5,shared
ENSMUSG00000004359,Spic,TRUE,TRUE,1,1,shared
ENSMUSG00000004360,9330159F19Rik,TRUE,TRUE,4,6,shared
ENSMUSG00000004364,Cul3,TRUE,TRUE,4,7,shared
ENSMUSG00000004366,Sst,TRUE,TRUE,4,6,shared
ENSMUSG00000004383,Large1,TRUE,TRUE,4,8,shared
ENSMUSG00000004393,Ddx56,TRUE,TRUE,4,7,shared
ENSMUSG00000004394,Tmed4,TRUE,TRUE,4,8,shared
ENSMUSG00000004415,Col26a1,TRUE,TRUE,4,6,shared
ENSMUSG00000004446,Bid,TRUE,TRUE,4,6,shared
ENSMUSG00000004451,Ralb,TRUE,TRUE,4,5,shared
ENSMUSG00000004455,Ppp1cc,TRUE,TRUE,4,8,shared
ENSMUSG00000004460,Dnajb11,TRUE,TRUE,4,7,shared
ENSMUSG00000004462,Tbccd1,TRUE,TRUE,4,6,shared
ENSMUSG00000004473,Clec11a,TRUE,TRUE,1,2,shared
ENSMUSG00000004500,Zfp324,TRUE,TRUE,4,7,shared
ENSMUSG00000004508,Gab2,TRUE,TRUE,4,7,shared
ENSMUSG00000004530,Coro1c,TRUE,TRUE,4,8,shared
ENSMUSG00000004535,Tax1bp1,TRUE,TRUE,4,7,shared
ENSMUSG00000004558,Ndrg2,TRUE,TRUE,4,8,shared
ENSMUSG00000004561,Mettl17,TRUE,TRUE,4,5,shared
ENSMUSG00000004562,Arhgef40,TRUE,TRUE,4,8,shared
ENSMUSG00000004565,Pnpla6,TRUE,TRUE,4,8,shared
ENSMUSG00000004567,Mcoln1,TRUE,TRUE,4,8,shared
ENSMUSG00000004568,Arhgef18,TRUE,TRUE,4,7,shared
ENSMUSG00000004591,Pkn2,TRUE,TRUE,4,5,shared
ENSMUSG00000004609,Cd33,TRUE,TRUE,3,5,shared
ENSMUSG00000004610,Etfb,TRUE,TRUE,4,7,shared
ENSMUSG00000004612,Nkg7,TRUE,TRUE,2,1,shared
ENSMUSG00000004626,Stxbp2,TRUE,TRUE,4,5,shared
ENSMUSG00000004631,Sgce,TRUE,TRUE,4,6,shared
ENSMUSG00000004633,Chn2,TRUE,TRUE,4,6,shared
ENSMUSG00000004637,Wwox,TRUE,TRUE,4,6,shared
ENSMUSG00000004642,Slbp,TRUE,TRUE,4,6,shared
ENSMUSG00000004655,Aqp1,TRUE,TRUE,4,5,shared
ENSMUSG00000004661,Arid3b,TRUE,TRUE,4,6,shared
ENSMUSG00000004665,Cnn2,TRUE,TRUE,4,8,shared
ENSMUSG00000004667,Polr2e,TRUE,TRUE,4,6,shared
ENSMUSG00000004677,Myo9b,TRUE,TRUE,4,7,shared
ENSMUSG00000004698,Hdac9,TRUE,TRUE,4,7,shared
ENSMUSG00000004707,Ly9,TRUE,TRUE,4,1,shared
ENSMUSG00000004730,Adgre1,TRUE,TRUE,4,5,shared
ENSMUSG00000004748,Mtfp1,TRUE,TRUE,4,7,shared
ENSMUSG00000004768,Rab23,TRUE,TRUE,4,5,shared
ENSMUSG00000004771,Rab11a,TRUE,TRUE,4,8,shared
ENSMUSG00000004788,Eif2b2,TRUE,TRUE,4,7,shared
ENSMUSG00000004789,Dlst,TRUE,TRUE,4,8,shared
ENSMUSG00000004791,Pgf,TRUE,TRUE,4,5,shared
ENSMUSG00000004798,Ulk2,TRUE,TRUE,4,8,shared
ENSMUSG00000004815,Dgkq,TRUE,TRUE,4,7,shared
ENSMUSG00000004837,Grap,TRUE,TRUE,4,5,shared
ENSMUSG00000004843,Chmp2b,TRUE,TRUE,4,8,shared
ENSMUSG00000004846,Plod3,TRUE,TRUE,4,7,shared
ENSMUSG00000004849,Ap1s1,TRUE,TRUE,4,8,shared
ENSMUSG00000004864,Mapk13,TRUE,TRUE,4,1,shared
ENSMUSG00000004865,Srpk1,TRUE,TRUE,4,7,shared
ENSMUSG00000004880,Lbr,TRUE,TRUE,4,7,shared
ENSMUSG00000004885,Crabp2,TRUE,TRUE,4,5,shared
ENSMUSG00000004891,Nes,TRUE,TRUE,4,7,shared
ENSMUSG00000004892,Bcan,TRUE,TRUE,4,8,shared
ENSMUSG00000004895,Prcc,TRUE,TRUE,4,7,shared
ENSMUSG00000004896,Mettl25b,TRUE,TRUE,4,6,shared
ENSMUSG00000004897,Hdgf,TRUE,TRUE,4,8,shared
ENSMUSG00000004902,Slc25a18,TRUE,TRUE,4,6,shared
ENSMUSG00000004929,Thop1,TRUE,TRUE,4,8,shared
ENSMUSG00000004931,Apba3,TRUE,TRUE,4,7,shared
ENSMUSG00000004933,Matk,TRUE,TRUE,4,6,shared
ENSMUSG00000004934,Pias4,TRUE,TRUE,4,7,shared
ENSMUSG00000004936,Map2k1,TRUE,TRUE,4,8,shared
ENSMUSG00000004937,Sgta,TRUE,TRUE,4,8,shared
ENSMUSG00000004945,Tmem242,TRUE,TRUE,4,5,shared
ENSMUSG00000004947,Dtx2,TRUE,TRUE,4,6,shared
ENSMUSG00000004951,Hspb1,TRUE,TRUE,4,8,shared
ENSMUSG00000004952,Rasa4,TRUE,TRUE,4,8,shared
ENSMUSG00000004961,Syt5,TRUE,TRUE,4,8,shared
ENSMUSG00000004980,Hnrnpa2b1,TRUE,TRUE,4,8,shared
ENSMUSG00000004994,Yju2b,TRUE,TRUE,4,6,shared
ENSMUSG00000004996,Mri1,TRUE,TRUE,4,7,shared
ENSMUSG00000005034,Prkacb,TRUE,TRUE,4,8,shared
ENSMUSG00000005043,Sgsh,TRUE,TRUE,4,6,shared
ENSMUSG00000005045,Chd5,TRUE,TRUE,4,8,shared
ENSMUSG00000005054,Cstb,TRUE,TRUE,4,8,shared
ENSMUSG00000005057,Sh2b2,TRUE,TRUE,4,5,shared
ENSMUSG00000005069,Pex5,TRUE,TRUE,4,8,shared
ENSMUSG00000005078,Jkamp,TRUE,TRUE,4,7,shared
ENSMUSG00000005087,Cd44,TRUE,TRUE,4,8,shared
ENSMUSG00000005089,Slc1a2,TRUE,TRUE,4,7,shared
ENSMUSG00000005102,Eif2ak4,TRUE,TRUE,4,6,shared
ENSMUSG00000005103,Wdr1,TRUE,TRUE,4,8,shared
ENSMUSG00000005107,Slc2a9,TRUE,TRUE,4,2,shared
ENSMUSG00000005125,Ndrg1,TRUE,TRUE,4,8,shared
ENSMUSG00000005131,4930550C14Rik,TRUE,TRUE,4,1,shared
ENSMUSG00000005142,Man2b1,TRUE,TRUE,4,8,shared
ENSMUSG00000005148,Klf5,TRUE,TRUE,4,8,shared
ENSMUSG00000005150,Wdr83,TRUE,TRUE,4,6,shared
ENSMUSG00000005161,Prdx2,TRUE,TRUE,4,8,shared
ENSMUSG00000005198,Polr2a,TRUE,TRUE,4,8,shared
ENSMUSG00000005204,Senp3,TRUE,TRUE,4,7,shared
ENSMUSG00000005225,Plekha8,TRUE,TRUE,4,5,shared
ENSMUSG00000005233,Spc25,TRUE,TRUE,2,2,shared
ENSMUSG00000005251,Ripk4,TRUE,TRUE,4,1,shared
ENSMUSG00000005262,Ufd1,TRUE,TRUE,4,8,shared
ENSMUSG00000005267,Zfp287,TRUE,TRUE,4,5,shared
ENSMUSG00000005268,Prlr,TRUE,TRUE,4,5,shared
ENSMUSG00000005299,Letm1,TRUE,TRUE,4,8,shared
ENSMUSG00000005312,Ubqln1,TRUE,TRUE,4,8,shared
ENSMUSG00000005338,Cadm3,TRUE,TRUE,4,8,shared
ENSMUSG00000005354,Txn2,TRUE,TRUE,4,8,shared
ENSMUSG00000005357,Slc1a6,TRUE,TRUE,4,6,shared
ENSMUSG00000005360,Slc1a3,TRUE,TRUE,4,5,shared
ENSMUSG00000005362,Crbn,TRUE,TRUE,4,7,shared
ENSMUSG00000005370,Msh6,TRUE,TRUE,4,5,shared
ENSMUSG00000005371,Fbxo11,TRUE,TRUE,4,7,shared
ENSMUSG00000005373,Mlxipl,TRUE,TRUE,1,3,shared
ENSMUSG00000005374,Tbl2,TRUE,TRUE,4,7,shared
ENSMUSG00000005378,Bud23,TRUE,TRUE,4,8,shared
ENSMUSG00000005397,Nid1,TRUE,TRUE,4,8,shared
ENSMUSG00000005410,Mcm5,TRUE,TRUE,4,2,shared
ENSMUSG00000005413,Hmox1,TRUE,TRUE,4,6,shared
ENSMUSG00000005417,Mprip,TRUE,TRUE,4,8,shared
ENSMUSG00000005442,Cic,TRUE,TRUE,4,8,shared
ENSMUSG00000005447,Pafah1b3,TRUE,TRUE,4,8,shared
ENSMUSG00000005469,Prkaca,TRUE,TRUE,4,8,shared
ENSMUSG00000005481,Ddx39a,TRUE,TRUE,4,5,shared
ENSMUSG00000005483,Dnajb1,TRUE,TRUE,4,5,shared
ENSMUSG00000005493,Msh4,TRUE,TRUE,4,6,shared
ENSMUSG00000005501,Usp40,TRUE,TRUE,4,7,shared
ENSMUSG00000005505,Kbtbd4,TRUE,TRUE,4,6,shared
ENSMUSG00000005506,Celf1,TRUE,TRUE,4,7,shared
ENSMUSG00000005510,Ndufs3,TRUE,TRUE,4,8,shared
ENSMUSG00000005514,Por,TRUE,TRUE,4,8,shared
ENSMUSG00000005533,Igf1r,TRUE,TRUE,4,8,shared
ENSMUSG00000005534,Insr,TRUE,TRUE,4,7,shared
ENSMUSG00000005566,Trim28,TRUE,TRUE,4,8,shared
ENSMUSG00000005575,Ube2m,TRUE,TRUE,4,8,shared
ENSMUSG00000005580,Adcy9,TRUE,TRUE,4,7,shared
ENSMUSG00000005583,Mef2c,TRUE,TRUE,4,8,shared
ENSMUSG00000005609,Ctr9,TRUE,TRUE,4,8,shared
ENSMUSG00000005610,Eif4g2,TRUE,TRUE,4,8,shared
ENSMUSG00000005611,Irag1,TRUE,TRUE,4,5,shared
ENSMUSG00000005615,Pcyt1a,TRUE,TRUE,4,6,shared
ENSMUSG00000005621,Zfp592,TRUE,TRUE,4,8,shared
ENSMUSG00000005625,Psmd4,TRUE,TRUE,4,8,shared
ENSMUSG00000005640,Insrr,TRUE,TRUE,4,2,shared
ENSMUSG00000005656,Snx6,TRUE,TRUE,4,8,shared
ENSMUSG00000005667,Mthfd2,TRUE,TRUE,4,6,shared
ENSMUSG00000005672,Kit,TRUE,TRUE,4,8,shared
ENSMUSG00000005674,Tomm40l,TRUE,TRUE,4,7,shared
ENSMUSG00000005681,Apoa2,TRUE,TRUE,4,5,shared
ENSMUSG00000005682,Pan2,TRUE,TRUE,4,7,shared
ENSMUSG00000005683,Cs,TRUE,TRUE,4,8,shared
ENSMUSG00000005686,Ampd3,TRUE,TRUE,4,8,shared
ENSMUSG00000005687,Bcas2,TRUE,TRUE,4,8,shared
ENSMUSG00000005698,Ctcf,TRUE,TRUE,4,7,shared
ENSMUSG00000005699,Pard6a,TRUE,TRUE,4,5,shared
ENSMUSG00000005705,Agrp,TRUE,TRUE,3,1,shared
ENSMUSG00000005716,Pvalb,TRUE,TRUE,4,8,shared
ENSMUSG00000005718,Tfap4,TRUE,TRUE,4,5,shared
ENSMUSG00000005732,Ranbp1,TRUE,TRUE,4,7,shared
ENSMUSG00000005774,Rfx5,TRUE,TRUE,4,6,shared
ENSMUSG00000005779,Psmb4,TRUE,TRUE,4,7,shared
ENSMUSG00000005802,Slc30a4,TRUE,TRUE,4,6,shared
ENSMUSG00000005803,Sqor,TRUE,TRUE,4,5,shared
ENSMUSG00000005804,Bloc1s6,TRUE,TRUE,4,5,shared
ENSMUSG00000005813,Metap1,TRUE,TRUE,4,7,shared
ENSMUSG00000005823,Gpr108,TRUE,TRUE,4,8,shared
ENSMUSG00000005846,Rsl1d1,TRUE,TRUE,4,7,shared
ENSMUSG00000005871,Apc,TRUE,TRUE,4,8,shared
ENSMUSG00000005873,Reep5,TRUE,TRUE,4,8,shared
ENSMUSG00000005881,Ergic3,TRUE,TRUE,4,8,shared
ENSMUSG00000005882,Uqcc1,TRUE,TRUE,4,6,shared
ENSMUSG00000005886,Ncoa2,TRUE,TRUE,4,7,shared
ENSMUSG00000005893,Nr2c2,TRUE,TRUE,4,7,shared
ENSMUSG00000005897,Nr2c1,TRUE,TRUE,4,5,shared
ENSMUSG00000005899,Smpd4,TRUE,TRUE,4,6,shared
ENSMUSG00000005907,Pex1,TRUE,TRUE,4,6,shared
ENSMUSG00000005936,Kctd20,TRUE,TRUE,4,7,shared
ENSMUSG00000005949,Ctns,TRUE,TRUE,4,6,shared
ENSMUSG00000005950,P2rx5,TRUE,TRUE,4,5,shared
ENSMUSG00000005951,Shpk,TRUE,TRUE,4,6,shared
ENSMUSG00000005952,Trpv1,TRUE,TRUE,4,4,shared
ENSMUSG00000005958,Ephb3,TRUE,TRUE,4,8,shared
ENSMUSG00000005968,Tuft1,TRUE,TRUE,4,5,shared
ENSMUSG00000005973,Rcn1,TRUE,TRUE,4,7,shared
ENSMUSG00000005981,Trap1,TRUE,TRUE,4,8,shared
ENSMUSG00000005982,Naa60,TRUE,TRUE,4,7,shared
ENSMUSG00000005983,1700037C18Rik,TRUE,TRUE,4,6,shared
ENSMUSG00000005986,Ankrd13d,TRUE,TRUE,4,8,shared
ENSMUSG00000005994,Tyrp1,TRUE,TRUE,4,2,shared
ENSMUSG00000006005,Tpr,TRUE,TRUE,4,8,shared
ENSMUSG00000006010,Odr4,TRUE,TRUE,4,6,shared
ENSMUSG00000006014,Prg4,TRUE,TRUE,4,8,shared
ENSMUSG00000006019,Dhx34,TRUE,TRUE,4,6,shared
ENSMUSG00000006021,Kptn,TRUE,TRUE,4,5,shared
ENSMUSG00000006024,Napa,TRUE,TRUE,4,8,shared
